general.model_name,additional_features.pointer_device,processor_and_memory_features.dedicated_graphic_memory_capacity,processor_and_memory_features.dedicated_graphic_memory_type,additional_features.antivirus,display_and_audio_features.internal_mic,port_and_slot_features.usb_port,port_and_slot_features.firewire_port,display_and_audio_features.brightness,processor_and_memory_features.ssd,display_and_audio_features.certification,url,processor_and_memory_features.chipset,port_and_slot_features.hardware_interface,display_and_audio_features.screen_size,dimensions.dimensions,processor_and_memory_features.clock_speed,additional_features.disk_drive,operating_system.system_architecture,additional_features.finger_print_sensor,port_and_slot_features.multi_card_slot,display_and_audio_features.refresh_rate,general.battery_backup,additional_features.additional_features,processor_and_memory_features.cache,general.sales_package,warranty.international_warranty,processor_and_memory_features.memory_slots,additional_features.read/write_speed,port_and_slot_features.hdmi_port,general.inbuilt_4g_lte,processor_and_memory_features.processor_variant,general.series,timestamp,processor_and_memory_features.hdd_capacity,general.part_number,processor_and_memory_features.emmc_storage_capacity,additional_features.recovery_options,processor_and_memory_features.optane_memory,general.tgp,additional_features.security_chip,processor_and_memory_features.ssd_capacity,additional_features.laptop_bag,operating_system.os_architecture,additional_features.included_software,connectivity_features.wireless_lan,processor_and_memory_features.graphic_processor,processor_and_memory_features.rpm,display_and_audio_features.touchscreen,display_and_audio_features.screen_resolution,dimensions.weight,general.ms_office_provided,processor_and_memory_features.processor_name,connectivity_features.bluetooth,price,processor_and_memory_features.expandable_ssd_capacity,port_and_slot_features.mic_in,general.stylus_included,warranty.warranty_summary,connectivity_features.ethernet,review_count,port_and_slot_features.vga_port,warranty.not_covered_in_warranty,rating_average,general.type,operating_system.operating_system,product_title,connectivity_features.nfc_support,processor_and_memory_features.ram_frequency,connectivity_features.wireless_wan,processor_and_memory_features.ram,processor_and_memory_features.storage_type,warranty.warranty_service_type,display_and_audio_features.speakers,warranty.domestic_warranty,processor_and_memory_features.processor_brand,additional_features.keyboard,warranty.covered_in_warranty,display_and_audio_features.screen_type,additional_features.face_recognition,display_and_audio_features.sound_chip,port_and_slot_features.dock_port,processor_and_memory_features.number_of_cores,in_stock,processor_and_memory_features.expandable_memory,operating_system.supported_operating_system,processor_and_memory_features.ufs_storage_capacity,display_and_audio_features.color_gamut,port_and_slot_features.rj11,display_and_audio_features.sound_properties,general.battery_cell,port_and_slot_features.s-video,general.suitable_for,additional_features.other_accessories,processor_and_memory_features.ram_type,general.model_number,general.color,port_and_slot_features.rj45,additional_features.lock_port,additional_features.backlit_keyboard,processor_and_memory_features.processor_generation,general.power_supply,additional_features.web_camera
G15-5530,,6 GB,GDDR6,,Yes,"3 x SuperSpeed USB 3.2 Gen 1 Type-A, 1 x USB-C 3.2 Gen 2 with Display Port Alt-Mode",,,Yes,,https://www.flipkart.com/dell-inspiron-intel-core-i5-13th-gen-13450hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-g15-5530-gaming-laptop/p/itm2af1ddd730862?pid=COMGX36TDKDZ8AF8&lid=LSTCOMGX36TDKDZ8AF8PEN6EZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_23_549&otracker=browse&fm=organic&iid=f21be83d-0e5a-4dda-a884-107eb168e8e2.COMGX36TDKDZ8AF8.SEARCH&ppt=None&ppn=None&ssid=zr6v07c4kg0000001730660342440,,,39.62 cm (15.6 Inch),357 x 274 x 26.9 mm,Max Turbo Frequency up to 4.6 GHz,Not Available,,No,,,,,,"???Laptop, Battery, AC Adapter, User Guide, Manuals",,,,1 x HDMI 1.4,,13450HX,Inspiron,2024-11-04 16:59:15,,GN5530D83M6001ORB1,,,,,,512 GB,,,,"Intel Wi-Fi 6 AX201, 2x2, 802.11ax",NVIDIA GeForce RTX 3050,,No,1920 X 1080 Pixel,2.65 Kg,Yes,Core i5,Yes,"₹74,890",,,,1 Year Onsite Premium Support,,4 Ratings & 1 Reviews,,Accidental Damage,5,Gaming Laptop,Windows 11 Home,"DELL Inspiron Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) G15-5530 Gaming Laptop  (15.6 Inch, Dark Shadow Gray With Black Thermal Shelf, 2.65 Kg, With MS Office)",,,,16 GB,SSD,Onsite,Yes,,Intel,Backlit Keyboard Orange,Manufacturing Defects,"Full HD, Narrow 120Hz, 250 nits",,,,,Yes,,,,,,,,,Gaming,,DDR5,G15-5530,Dark Shadow Gray With Black Thermal Shelf,,,,13th Gen,,HD
Inbook,,,,,2 x D- Mic,"2 x USB 3.0, 2 x C Type",,,Yes,,https://www.flipkart.com/infinix-x2-slim-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-xl23-thin-light-laptop/p/itm33226c4ca5490?pid=COMGPU47H53ZHMHJ&lid=LSTCOMGPU47H53ZHMHJAUANSR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_23_550&otracker=browse&fm=organic&iid=f21be83d-0e5a-4dda-a884-107eb168e8e2.COMGPU47H53ZHMHJ.SEARCH&ppt=None&ppn=None&ssid=zr6v07c4kg0000001730660342440,Intel Core i3,PCIe NVMe 3.0,35.56 cm (14 inch),323.3 x 211.1 x 14.8 mm,,Not Available,64 bit,No,Yes,60 Hz,Upto 11 Hours,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,1,,1 x HDMI 1.4,,1115G4,X2 Slim,2024-11-04 16:59:18,,71008300910,,,,,,512 GB,No,64 bit,NA,Yes,Intel Integrated UHD,,No,1920 x 1080 Pixels,1.24 kg,No,Core i3,v5.1,"₹31,990",,Yes,,1 year Onsite Warranty,Not Applicable,"1,221 Ratings & 162 Reviews",No,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"Infinix X2 Slim Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop  (14 inch, Gray, 1.24 kg)",No,,,8 GB,SSD,Onsite,DTS Audio Processing,1 Year,Intel,Backlit Keyboard,Manufacturing Defects,"Full HD IPS Display, Peak Brightness: 300nits, 100% sRGB, NTSC 72%",No,Intel SST,,4,Yes,,Windows 11,,,No,,,No,"Everyday Use, Processing & Multitasking, Entertainment, Learning, Performance, Travel & Business",,LPDDR4X,XL23,Gray,No,,Yes,11th Gen,65W AC Adapter,HD Webcam
15-fd0220TU,HP Imagepad,,,,Integrated Dual Array Digital Microphones,"1 x USB Type-C 5 Gbps Signaling Rate, 2 x USB Type A 5 Gbps Signaling Rate",,,Yes,,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-15-fd0220tu-thin-light-laptop/p/itm7d9669a4325cb?pid=COMGYHP5ZWHSAGSJ&lid=LSTCOMGYHP5ZWHSAGSJXJUZHC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_23_551&otracker=browse&fm=organic&iid=f21be83d-0e5a-4dda-a884-107eb168e8e2.COMGYHP5ZWHSAGSJ.SEARCH&ppt=None&ppn=None&ssid=zr6v07c4kg0000001730660342440,,PCIe NVMe,39.62 cm (15.6 Inch),358 x 242 x 19.9 mm,Upto 4.6 GHz,Not Available,64 Bit,,,,,Support Battery Fast Charge,12 MB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,2,,1 x HDMI 1.4b,,1334U,,2024-11-04 16:59:22,,9D3N0PA#ACJ,,,,,"Energy Star Certified, EPEAT Silver Registered",512 GB,,64 bit,Microsoft Office Home & Student 2021,Realtek Wi-Fi 6 (2x2),Intel Integrated Iris Xe,,No,1920 x 1080 Pixels,1.6 kg,Yes,Core i5,v5.3,"₹54,899",,Yes,,1 Year Onsite Warranty,,13 Ratings & 0 Reviews,,Physical Damage,4.3,Thin and Light Laptop,Windows 11 Home,"HP Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0220TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.6 kg, With MS Office)",,3200 MHz,,8 GB,SSD,Onsite,Dual Speakers,1 Year,Intel,"Full Size, Backlit Soft Grey Keyboard with Numeric Keypad",Manufacturing Defects,"Full HD, Micro Edge, Anti-glare, Brightness: 250 Nits, 141 PPI, Color Gamut: 45% NTSC",,,,10,Yes,16 GB,Windows 11,,,,,"3 Cell, 41 Wh Li-ion",,Everyday Use,,DDR4,15-fd0220TU,Natural Silver,,,,13th Gen,,HP True Vision 1080p FHD Camera with Temporal Noise Reduction
X1502ZA-EJ545WS,,,,,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",,,Yes,,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1502za-ej545ws-thin-light-laptop/p/itm2b6308ea1ee21?pid=COMGR5QEDDTGGUBX&lid=LSTCOMGR5QEDDTGGUBXOVXZAO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_23_552&otracker=browse&fm=organic&iid=f21be83d-0e5a-4dda-a884-107eb168e8e2.COMGR5QEDDTGGUBX.SEARCH&ppt=None&ppn=None&ssid=zr6v07c4kg0000001730660342440,,,39.62 cm (15.6 Inch),359.7 x 232.5 x 19.9 mm,1.3 GHz with Turbo Boost Upto 4.4 GHz,Not Available,,Yes,,,,,,"Laptop, User manual, Adapter",,,,1 x HDMI 1.4,,1235U,Vivobook 15,2024-11-04 16:59:25,,90NB0VX2-M02630,,,,,,512 GB,,,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Intel Integrated Iris Xe,,No,1920 x 1080 Pixel,1.70 Kg,Yes,Core i5,v5.3,"₹46,990",1 TB,,,1 Year Onsite Warranty,,"5,020 Ratings & 259 Reviews",,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ545WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 Kg, With MS Office)",,,,16 GB,SSD,Onsite,Yes,,Intel,Chiclet Keyboard,Manufacturing Damage,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 220nits, 45% NTSC color gamut, Anti-glare display",,,,,Yes,16,,,,,,,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",,DDR4,X1502ZA-EJ545WS,Icelight Silver,,,No,12th Gen,,720p HD camera With privacy shutter
Legion 7,Buttonless Glass Surface Multi Touch Touchpad,8 GB,GDDR6,,Integrated Dual Array Microphones,"1 x USB-A (USB 5 Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5 Gbps / USB 3.2 Gen 1), Always On, 1 x USB-C (USB 5 Gbps / USB 3.2 Gen 1), 1 x USB-C (USB 10 Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort 1.4, 1 x USB-C (Thunderbolt 4 / USB4 40 Gbps), with PD 140W and DisplayPort 1.4",,,Yes,,https://www.flipkart.com/lenovo-legion-7-intel-core-i9-14th-gen-14900hx-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-16irx9-gaming-laptop/p/itmf8361a6376af6?pid=COMGYSFGEHZJZNYQ&lid=LSTCOMGYSFGEHZJZNYQVFXMTM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_553&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGYSFGEHZJZNYQ.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,Intel HM770 Chipset,M.2 PCIe 4.0 x 4 NVMe,40.64 cm (16 Inch),357.7 x 262.5 x 17.6 mm,"Base Frequency 2.2 GHz, Max Turbo Boost at 5.8 GHz",Not Available,,Yes,SD Card Reader,,,"Integrated 99.9Wh, AI Chip: LA3, Factory Color Calibration",36 MB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,2,,1 x HDMI 2.1,,14900HX,Legion 7,2024-11-04 16:59:28,,83FD000XIN,,,,,"Green Certifications (ErP Lot 3, RoHS Compliant), Other Certifications (TUV Rheinland Low Blue Light (Hardware Solution)), Firmware TPM 2.0 Enabled",1 TB,,,Office Home & Student 2021,"Wi-Fi 6, 802.11 ax 2x2",NVIDIA GeForce RTX 4070,2280,No,3200 x 2000 Pixels,2.24 kg,Yes,Core i9,v5.3,"₹2,09,690",,Yes,,1 Year Carry-in Warranty,,3 Ratings & 1 Reviews,,Physical Damage,4.3,Gaming Laptop,Windows 11 Home,"Lenovo Legion 7 Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) 16IRX9 Gaming Laptop  (16 Inch, Eclipse Black, 2.24 kg, With MS Office)",,5600 MHz,,32 GB,SSD,Carry-In,2W Dual Stereo Speakers,1 Year,Intel,"Per Key RGB Backlit, English",Manufacturing Defects,"3.2K, IPS, 430 Nits Brightness, Anti-glare, 100% DCI-P3, 165Hz Refresh Rate, Dolby Vision, G-SYNC, Low Blue Light",,"High Definition (HD) Audio, Realtek ALC3287 Codec",,24,Yes,32 GB,Windows 11,,,,"Audio by HARMAN, Optimized with Nahimic Audio",,,Gaming,,DDR5,16IRX9,Eclipse Black,,,,14th Gen,230W Slim Tip (3-Pin),Full HD 1080p with E-Shutter
,HP Imagepad with Multi-touch Gesture Support,,,,Integrated Dual Array Digital Microphone,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",,,Yes,,https://www.flipkart.com/hp-14s-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-14s-fq1030au-thin-light-laptop/p/itm9760b8956b2bd?pid=COMG24PXDNBHZCHG&lid=LSTCOMG24PXDNBHZCHG4PWEVC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_554&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMG24PXDNBHZCHG.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,,PCIe NVMe M.2,35.56 cm (14 Inch),324 x 225 x 17.9,4.0 GHz Max Turbo Frequency,Not Available,64,No,1 x Multi-Format SD Media Card Reader (SD/SDHC/SDxC),,,"41 WHr Li-ion Battery, MU-MIMO Supported, Miracast Compatible, Energy Star Certified, EPEAT Silver Registered",8,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI Port (v1.4b),,5500U,14s,2024-11-04 16:59:32,,3V6P5PA#ACJ,,,,,,512 GB,,64 bit,"McAfee LiveSafe (30 day Free trial), Microsoft Office Home & Student 2019, HP Documentation, HP Smart, HP Support Assistant, HP SSRM",Realtek RTL8821CE 802.11a/b/g/n/ac (1x1),AMD Radeon,,No,1920 x 1080 Pixel,1.46 KG,Yes,Ryzen 5 Hexa Core,v4.2,"₹46,990",,Yes,,1 Year Onsite Warranty,,797 Ratings & 70 Reviews,,Physical Damage,4.4,Thin and Light Laptop,Windows 10 Home,"HP 14s AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1030AU Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 KG, With MS Office)",,3200 MHz,,8 GB,SSD,Onsite,Built-in Dual Speakers,1 Year,AMD,Full-size Backlit Natural Silver Keyboard,Manufacturing Defects,"Full HD IPS BrightView Micro Edge Display (250 nits Brightness, 45% NTSC Color Gamut, 157 PPI)",,,,6,Yes,,,,,,Built in Alexa Support,3 cell,,Processing & Multitasking,,DDR4,14s-fq1030AU,Natural Silver,No,,Yes,,,HP True Vision 720p HD Webcam
WL-Nuvobook V1-BLU,,,DDR4,,,"2 x USB 3.0, 1 x USB 2.0, 2 x USB-C",,,Yes,,https://www.flipkart.com/wings-nuvobook-v1-aluminium-alloy-metal-body-intel-core-i5-11th-gen-1155g7-8-gb-512-gb-ssd-windows-11-home-wl-nuvobook-v1-blu-thin-light-laptop/p/itm3e950f390a28b?pid=COMGQHYFHBVGAFNG&lid=LSTCOMGQHYFHBVGAFNGFHV5VP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_555&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGQHYFHBVGAFNG.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,,,39.62 cm (15.6 Inch),358 x 238 x 18.4 mm,2.5 GHz upto max turbo frequency at 4.5 Ghz,Not Available,,No,,,Upto 10 Hours,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,1155G7,Nuvobook V1 Aluminium Alloy Metal Body Intel,2024-11-04 16:59:36,,WL-Nuvobook V1-BLU,,,,,,512 GB,,,,,Intel Integrated UHD,,No,1920 x 1020 Pixel,1.60 Kg,No,Core i5,Yes,"₹34,990",,,,1 Year Onsite Warranty,,"2,213 Ratings & 393 Reviews",,Physical Damage,4.1,Thin and Light Laptop,Windows 11 Home,"WINGS Nuvobook V1 Aluminium Alloy Metal Body Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-BLU Thin and Light Laptop  (15.6 Inch, Blue, 1.60 Kg)",,,,8 GB,SSD,"For any warranty related issues,https://www.wingslifestyle.in/laptop-support/",Yes,,Intel,Chiclet style- QWERTY,Manufacturing Defect,IPS LCD DISPLAY,,,,,No,,,,,,,,,Processing & Multitasking,,DDR4,WL-Nuvobook V1-BLU,Blue,,,,11th Gen,,HD Webcam
Inspiron 5430,,,,,,,,,Yes,,https://www.flipkart.com/dell-inspiron-5430-intel-core-i5-13th-gen-8-gb-512-gb-ssd-windows-11-home-in5430yxvw9m01ors1-laptop/p/itm6efbb8570caef?pid=COMGQRCGGJD2TYXH&lid=LSTCOMGQRCGGJD2TYXHEJULRG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_556&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGQRCGGJD2TYXH.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,,,35.56 cm (14 inch),,,Not Available,,,,,UPTO 8 HRS,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,Inspiron 5430,2024-11-04 16:59:39,,IN5430YXVW9M01ORS1,,,,,,512 GB,,,,,Intel Integrated Intel Iris Xe Graphics,,No,1920 x 1080 pixel,,Yes,Core i5,YES,"₹54,890",,,,1-year manufacturing warranty,,13 Ratings & 1 Reviews,,Physical Damage,3.6,Laptop,Windows 11 Home,"DELL Inspiron 5430 Intel Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) IN5430YXVW9M01ORS1 Laptop  (14 inch, Platinum Silver, With MS Office)",,,,8 GB,SSD,Onsite,,,Intel,,Manufacturing Defects,,,,,,Yes,,,,,,,,,Travel & Business,,LPDDR5,IN5430YXVW9M01ORS1,Platinum Silver,,,,13th Gen,,
S3402ZA-KM501WS,,,,,Built in array microphone,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 supports display, power delivery",,,Yes,,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itm635eb6df61d1c?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_557&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdYFiRzmdzGSvClkIh9llNLXa-gR24cMj8STGHW9Vj_vYk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,,NVMe PCIe,35.56 cm (14 Inch),316.4 x 224.5 x 18.9 mm,4.5,Not Available,64,Yes,,,,"70WHrs, 3S1P, Li-ion Battery",18,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,1,,1x HDMI 2.0b,,12500H,Vivobook S14 OLED Intel EVO H-Series,2024-11-04 16:59:43,,90NB0WE1-M007U0 | 90NB0WE1-M00S20,,,,,,512 GB,,64 bit,,Wi-Fi 6E(802.11ax),Intel Integrated Iris Xe Graphics,,No,2880 x 1800 Pixels,1.50 Kg,Yes,Core i5,v5.2,"₹61,990",NA,Yes,,1 Year Onsite Warranty,,"4,489 Ratings & 431 Reviews",,Physical Damage,4.4,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",,,,16 GB,SSD,Onsite,Built in speaker,1 Year,Intel,Backlit Chiclet Keyboard,Manufacturing Defects,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",,,,8,Yes,NA,Windows 11 Home,,,,,3,,Processing & Multitasking,,DDR4,S3402ZA-KM501WS,Neutral Grey,,,Yes,12th Gen,90W AC Adapter,"720p HD camera, with privacy shutter"
S3402ZA-LY522WS,,,,,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery",,,Yes,,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-s3402za-ly522ws-thin-light-laptop/p/itm3158ed9290840?pid=COMGNY4VWHZKRSHT&lid=LSTCOMGNY4VWHZKRSHTLHINGA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_558&otracker=browse&fm=organic&iid=en_t5I5Lmn6Gy-hk0wovazbmBbgt9tzC052IGURp4WeSdYhPTmCKyxyETgeZXBpz8V99Wy-xiq_iFsaDu41TzXmfYQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,,,35.56 cm (14 inch),,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,Not Available,,Yes,,,,,,"Laptop, battery, power adapter, user guide",,,,1 x HDMI 2.1,,12500H,Vivobook S 14 Intel EVO H-Series,2024-11-04 16:59:46,,90NB0WE2-M00P60,,,,,,512 GB,,,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Intel Integrated Iris Xe,,No,1920 x 1200 Pixel,1.50 Kg,No,Core i5,v5.0,"₹62,990",NA,,,1 Year Onsite Warranty,,"2,140 Ratings & 205 Reviews",,Physical Damage,4.3,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook S 14 Intel EVO H-Series Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY522WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 Kg)",,,,8 GB,SSD,Onsite,Built-in Speakers,1 Year,Intel,Backlit Chiclet Keyboard,Manufacturing Defects,"FHD+ (1920 x 1200, WUXGA) 16:10 aspect ratio, LED Backlit LCD, IPS-level Panel, Anti-glare display, 300nits Brightness, 85�% Screen-to-body ratio",,,,,Yes,12,,,,,,3 cell,,Processing & Multitasking,,DDR4,S3402ZA-LY522WS,Indie Black,,,Yes,12th Gen,,720p HD camera With privacy shutter
Inspiron 5630,,,,,,,,,Yes,,https://www.flipkart.com/dell-inspiron-16-5630-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-in5630p8yrr001ors1-laptop/p/itmb9691922dc434?pid=COMGQHZSTHPEV9NA&lid=LSTCOMGQHZSTHPEV9NAGXKDDO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_24_559&otracker=browse&fm=organic&iid=b9cc38b1-2be4-4b1d-87df-c99987ab6d44.COMGQHZSTHPEV9NA.SEARCH&ppt=None&ppn=None&ssid=5lprcpap8g0000001730660346034,,,40.64 cm (16 inch),,,Not Available,,,,,UPTO 6 HRS,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,1335U,Inspiron 16 5630,2024-11-04 16:59:49,,IN5630P8YRR001ORS1,,,,,,512 GB,,,,,Intel Integrated Intel Iris Xe Graphics,,No,1920 x 1200 pixel,,Yes,Core i5,YES,"₹61,990",,,,1-year warranty,,3 Ratings & 0 Reviews,,Physical Damage,5,Laptop,Windows 11 Home,"DELL Inspiron 16 5630 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) IN5630P8YRR001ORS1 Laptop  (16 inch, Platinum Silver, With MS Office)",,,,16 GB,SSD,Onsite,,,Intel,,Manufacturing Defects,,,,,,Yes,,Windows 11,,,,,,,Processing & Multitasking,,LPDDR5,IN5630P8YRR001ORS1,Platinum Silver,,,,13th Gen,,
