Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),Display_Size(Inches),RAM(GB),No_Of_Reviews,Laptop_Dimensions,Laptop_Weight(Pounds),image_src
Acer,Nitro V,ANV15-51-73B9,Intel,Core i7,SSD,Windows 11 Home,1920x1080,4.3,,849.99,Yes,2024-12-05 12:18:13,https://www.amazon.com/i7-13620H-Processor-GeForce-Display-ANV15-51-73B9/dp/B0CMRGBXM9/ref=sr_1_30?dib=eyJ2IjoiMSJ9.Mxv-LfaT1mRTkqi6GWEFXxFggO64cMc5a5WQAxAoDYKDc12AZYR8P_ulvGvs2fWDJ7_Nm3Q_vhpmjYCsv0OJPJs6Bo1FRX66cFxFfjDS5M6onhimzcAeCOZ3ganbR1ztxCB3tNO3H2yyijUubD6xTB3G5UxB2MqPQQaHrdLyLai29xSPy1hZkKf5Sm2MjOm9tSgk53w2mGq_T8vokhTRQYuN1uCwbBymaj5IEXp_6tzKZ-DZ8lOcjCmWHFWVn2fkST3y58q3_y3AxTbeKQumI-hyzZmMa7tonKGyaYVia00.eFMZpiqa4BbfF8ul13G1oFWFR-jOJGFy_-1DtQHxgmY&dib_tag=se&qid=1726997913&s=pc&sr=1-30,Amazon,512,15.6,16,383,14.26 x 0.93 x 9.44 inches,4.66,https://m.media-amazon.com/images/I/71F-Wcriq4L.__AC_SY300_SX300_QL70_FMwebp_.jpg
HP,TPN-Q287,TPN-Q287,AMD,Ryzen 7,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.1,,529.00,Yes,2024-12-05 12:18:17,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTU2ODExODc2NTY2MDA3OjE3MjY5OTc5MTM6c3BfYnRmX2Jyb3dzZTozMDA0MjUyOTQ2NzMwMDI6OjA6Og&url=%2FHP-Newest-Business-Numeric-Windows%2Fdp%2FB0D4SBQ5Y4%2Fref%3Dsr_1_31_sspa%3Fdib%3DeyJ2IjoiMSJ9.Mxv-LfaT1mRTkqi6GWEFXxFggO64cMc5a5WQAxAoDYKDc12AZYR8P_ulvGvs2fWDJ7_Nm3Q_vhpmjYCsv0OJPJs6Bo1FRX66cFxFfjDS5M6onhimzcAeCOZ3ganbR1ztxCB3tNO3H2yyijUubD6xTB3G5UxB2MqPQQaHrdLyLai29xSPy1hZkKf5Sm2MjOm9tSgk53w2mGq_T8vokhTRQYuN1uCwbBymaj5IEXp_6tzKZ-DZ8lOcjCmWHFWVn2fkST3y58q3_y3AxTbeKQumI-hyzZmMa7tonKGyaYVia00.eFMZpiqa4BbfF8ul13G1oFWFR-jOJGFy_-1DtQHxgmY%26dib_tag%3Dse%26qid%3D1726997913%26s%3Dpc%26sr%3D1-31-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,15.6,16,63,14.17 x 9.29 x 0.73 inches,3.3,https://m.media-amazon.com/images/I/71Ixk-aiC+L._AC_SY300_SX300_.jpg
Lenovo,ThinkPad,T16,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1200 Pixels,5.0,,1089.99,Yes,2024-12-05 12:18:21,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTU2ODExODc2NTY2MDA3OjE3MjY5OTc5MTM6c3BfYnRmX2Jyb3dzZTozMDA0MDg1NjAxNzk1MDI6OjA6Og&url=%2FLenovo-ThinkPad-T16-Business-Computer%2Fdp%2FB0DGGDXPQ4%2Fref%3Dsr_1_32_sspa%3Fdib%3DeyJ2IjoiMSJ9.Mxv-LfaT1mRTkqi6GWEFXxFggO64cMc5a5WQAxAoDYKDc12AZYR8P_ulvGvs2fWDJ7_Nm3Q_vhpmjYCsv0OJPJs6Bo1FRX66cFxFfjDS5M6onhimzcAeCOZ3ganbR1ztxCB3tNO3H2yyijUubD6xTB3G5UxB2MqPQQaHrdLyLai29xSPy1hZkKf5Sm2MjOm9tSgk53w2mGq_T8vokhTRQYuN1uCwbBymaj5IEXp_6tzKZ-DZ8lOcjCmWHFWVn2fkST3y58q3_y3AxTbeKQumI-hyzZmMa7tonKGyaYVia00.eFMZpiqa4BbfF8ul13G1oFWFR-jOJGFy_-1DtQHxgmY%26dib_tag%3Dse%26qid%3D1726997913%26s%3Dpc%26sr%3D1-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,8192,16.0,40,14,14.25 x 10.06 x 0.81 inches,3.9,https://m.media-amazon.com/images/I/71icfr-0ChL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,ThinkPad,T16,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1200 Pixels,5.0,,939.99,Yes,2024-12-05 12:18:26,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTU2ODExODc2NTY2MDA3OjE3MjY5OTc5MTM6c3BfYnRmX2Jyb3dzZTozMDA0MDEzMjcyMDY1MDI6OjA6Og&url=%2FLenovo-ThinkPad-T16-Business-Computer%2Fdp%2FB0DG5PQKQG%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.Mxv-LfaT1mRTkqi6GWEFXxFggO64cMc5a5WQAxAoDYKDc12AZYR8P_ulvGvs2fWDJ7_Nm3Q_vhpmjYCsv0OJPJs6Bo1FRX66cFxFfjDS5M6onhimzcAeCOZ3ganbR1ztxCB3tNO3H2yyijUubD6xTB3G5UxB2MqPQQaHrdLyLai29xSPy1hZkKf5Sm2MjOm9tSgk53w2mGq_T8vokhTRQYuN1uCwbBymaj5IEXp_6tzKZ-DZ8lOcjCmWHFWVn2fkST3y58q3_y3AxTbeKQumI-hyzZmMa7tonKGyaYVia00.eFMZpiqa4BbfF8ul13G1oFWFR-jOJGFy_-1DtQHxgmY%26dib_tag%3Dse%26qid%3D1726997913%26s%3Dpc%26sr%3D1-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,4096,16.0,40,5,14.25 x 10.06 x 0.81 inches,3.9,https://m.media-amazon.com/images/I/71dis2H2ZcL.__AC_SX300_SY300_QL70_FMwebp_.jpg
ZHAOHUIXIN,PC1068,,Alwinner,A13,eMMC,Android,1280x800 Pixels,2.8,,119.99,Yes,2024-12-05 12:18:29,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyOTM4MjAxNTQxMTI1MzkyOjE3MjY5OTc5MTc6c3BfYXRmX2Jyb3dzZTozMDAzODc3MDQzMzg4MDI6OjA6Og&url=%2FZHAOHUIXIN-Computer-Portable-Allwinner-1920x800%2Fdp%2FB0D8VQ2GQ9%2Fref%3Dsr_1_25_sspa%3Fdib%3DeyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k%26dib_tag%3Dse%26qid%3D1726997917%26s%3Dpc%26sr%3D1-25-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,64,10.1,2,2,9.53 x 6.89 x 0.83 inches,,https://m.media-amazon.com/images/I/61V9zJ1eXTL.__AC_SX300_SY300_QL70_FMwebp_.jpg
TPV,AceBook,AceBook_Silver,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.4,5.0,309.99,Yes,2024-12-05 12:18:34,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyOTM4MjAxNTQxMTI1MzkyOjE3MjY5OTc5MTc6c3BfYXRmX2Jyb3dzZTozMDAzMzE1MDUzNjc5MDI6OjA6Og&url=%2FTPV-Computer-Display-Windows-Notebook%2Fdp%2FB0D87RK5Q8%2Fref%3Dsr_1_26_sspa%3Fdib%3DeyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k%26dib_tag%3Dse%26qid%3D1726997917%26s%3Dpc%26sr%3D1-26-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,512,15.6,16,52,14.09 x 8.97 x 0.86 inches,1.65,https://m.media-amazon.com/images/I/818cXcaog9L.__AC_SX300_SY300_QL70_FMwebp_.jpg
Zuleisy,VocBook 16,VocBook 16,Intel,Intel Mobile CPU,SSD,Windows,1920x1200 Pixels,4.8,,359.99,Yes,2024-12-05 12:18:37,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyOTM4MjAxNTQxMTI1MzkyOjE3MjY5OTc5MTc6c3BfYXRmX2Jyb3dzZTozMDA0MjY4MDg5NzA4MDI6OjA6Og&url=%2FZuleisy-Computer-Windows-12th-gen-1920x1200%2Fdp%2FB0DDT5V2PF%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k%26dib_tag%3Dse%26qid%3D1726997917%26s%3Dpc%26sr%3D1-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,16.0,16,8,14.06 x 9.65 x 0.72 inches,2.0,https://m.media-amazon.com/images/I/71hmno83ppL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,HP 15.6,,Intel,Core i3,SSD,Windows 11 Home,1366x768 Pixels,3.9,,454.99,Yes,2024-12-05 12:18:47,https://www.amazon.com/HP-Flagship-Touchscreen-External-Multi-Tasking/dp/B0DB9FF3W8/ref=sr_1_29?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-29,Amazon,2048,15.6,16,48,14.11 x 9.53 x 0.71 inches,,https://m.media-amazon.com/images/I/81NT4GCJLwL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,IdeaPad 3,82N4003CUS,Intel,Celeron P4500,eMMC,Chrome OS,1920x1080 Pixels,4.2,10.0,192.88,Yes,2024-12-05 12:18:52,https://www.amazon.com/Lenovo-3i-Chromebook-Everyday-Notebook/dp/B0BSJ46KY9/ref=sr_1_30?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-30,Amazon,64,15.6,8,390,14.25 x 9.57 x 0.75 inches,5.49,https://m.media-amazon.com/images/I/71bwzCMcQvL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,Lenovo V15 G2 ALC,Lenovo V15 G2 ALC,AMD,Ryzen 5,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.3,,489.00,Yes,2024-12-05 12:18:57,https://www.amazon.com/Lenovo-V15-Hexa-core-Processor-i7-1065G7/dp/B0CK9JSM3G/ref=sr_1_31?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-31,Amazon,512,15.6,16,493,14.10 x 9.30 x 0.78 inches,3.75,https://m.media-amazon.com/images/I/71dryUdTUdL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,V15,G2,Intel,Celeron,SSD,Windows 11 Pro,1920 x 1080 Pixels,3.5,,399.99,Yes,2024-12-05 12:19:02,https://www.amazon.com/Lenovo-Essential-Quad-core-Processor-Ethernet/dp/B0D8524KVL/ref=sr_1_32?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-32,Amazon,2048,15.6,16,58,14.14 x 9.28 x 0.78 inches,4.99,https://m.media-amazon.com/images/I/71iGBUV2YPL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Acer,Aspire Go 15,AG15-31P-3947,Intel,Core i3,SSD,Windows 11 S,1920x1080,4.2,,275.00,Yes,2024-12-05 12:19:06,https://www.amazon.com/Display-i3-N305-Graphics-Windows-AG15-31P-3947/dp/B0CV5ZSR17/ref=sr_1_33?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-33,Amazon,128,15.6,8,395,14.29 x 0.74 x 9.44 inches,3.86,https://m.media-amazon.com/images/I/71wKJVtV-+L._AC_SY300_SX300_.jpg
MSI,Katana A17 AI B8VG-879US,KATANAA17B8879,AMD,Ryzen 9,SSD,Windows 11 Home,2560 x 1440 pixels,4.2,,999.00,Yes,2024-12-05 12:19:10,https://www.amazon.com/MSI-Katana-240Hz-Gaming-Laptop/dp/B0CZPP4PJX/ref=sr_1_34?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-34,Amazon,4096,17.3,64,312,15.67 x 1.11 x 10.75 inches,10.28,https://m.media-amazon.com/images/I/71Zcl+FFsSL._AC_SY300_SX300_.jpg
HP,HP 14inch Laptop,"HP 14"" Laptop",Intel,Celeron,SSD,Windows,1366 x 768 Pixels,4.1,9.0,161.00,Yes,2024-12-05 12:19:16,https://www.amazon.com/HP-14-Laptop-Dual-Core-Processor/dp/B09VRX9YVW/ref=sr_1_35?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-35,Amazon,64,14.0,4,145,12.90 x 8.90 x 0.90 inches,3.24,https://m.media-amazon.com/images/I/61MGsq1ZVaL.__AC_SY300_SX300_QL70_FMwebp_.jpg
HP,HP 14inch Laptop,"HP 14"" Laptop",Intel,Celeron,SSD,Windows,1366 x 768 Pixels,4.1,9.0,146.00,Yes,2024-12-05 12:19:21,https://www.amazon.com/HP-14-Laptop-Dual-Core-Processor/dp/B09VZR2BGN/ref=sr_1_36?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-36,Amazon,64,14.0,4,496,12.90 x 8.90 x 0.90 inches,4.45,https://m.media-amazon.com/images/I/61G9Yr3n6rL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Acer,NH.QLLAA.002,NH.QLLAA.002,AMD,AMD Ryzen 7,SSD,Windows 11 Home,1920x1200,4.3,,1149.99,Yes,2024-12-05 12:19:26,https://www.amazon.com/OctaCore-GeForce-Display-Backlit-AN16-41-R4CY/dp/B0CY3SS4VL/ref=sr_1_37?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-37,Amazon,1000,16.0,16,470,14.18 x 11.02 x 1.02 inches,5.95,https://m.media-amazon.com/images/I/71Hiqi140OL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Acer,Predator Helios Neo 16 Gaming Laptop,PHN16-71-76H5,Intel,Core i7,SSD,Windows 11 Home,1920 x 1200,4.5,,999.99,Yes,2024-12-05 12:19:31,https://www.amazon.com/Predator-i7-13650HX-GeForce-Display-PHN16-71-76H5/dp/B0CX27GY7N/ref=sr_1_38?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-38,Amazon,512,16.0,16,954,14.18 x 11.02 x 1.05 inches,5.73,https://m.media-amazon.com/images/I/71gqlzTfZzL.__AC_SY300_SX300_QL70_FMwebp_.jpg
HP,TPN-Q221,TPN-Q221,Intel,Celeron,SSD,Windows 11 Home,1366 x 768 Pixels,4.1,,215.00,Yes,2024-12-05 12:19:36,https://www.amazon.com/HP-Portable-Student-Business-Quad-Core/dp/B0CPKS65P5/ref=sr_1_39?dib=eyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k&dib_tag=se&qid=1726997917&s=pc&sr=1-39,Amazon,64,14.0,16,780,12.76 x 8.86 x 0.71 inches,3.3,https://m.media-amazon.com/images/I/61IpRGnny7L.__AC_SX300_SY300_QL70_FMwebp_.jpg
Acer,Aspire,A515,Intel,Core i5,SSD,Windows 11 Pro,1920x1080 Pixels,,,569.99,Yes,2024-12-05 12:19:39,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyOTM4MjAxNTQxMTI1MzkyOjE3MjY5OTc5MTc6c3BfbXRmX2Jyb3dzZTozMDAyOTU5NTEzMjUwMDI6OjA6Og&url=%2Facer-Student-Business-Touchscreen-i5-13420H%2Fdp%2FB0D98WSMBV%2Fref%3Dsr_1_40_sspa%3Fdib%3DeyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k%26dib_tag%3Dse%26qid%3D1726997917%26s%3Dpc%26sr%3D1-40-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,4096,15.6,8,0,14.29 x 9.35 x 0.71 inches,3.92,https://m.media-amazon.com/images/I/61F7ypv3RXL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Dell,Latitude,5550,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.3,,1299.00,Yes,2024-12-05 12:19:42,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyOTM4MjAxNTQxMTI1MzkyOjE3MjY5OTc5MTc6c3BfbXRmX2Jyb3dzZTozMDAyMzAyMTc1MzgzMDI6OjA6Og&url=%2FDell-Latitude-Business-Computer-Fingerprint%2Fdp%2FB0CRVFLR8H%2Fref%3Dsr_1_41_sspa%3Fdib%3DeyJ2IjoiMSJ9.3XJJxRRmtf7U-mXdsYFw-MSImixELglz2Bdcxa-DUbG9lhciUbUM_nJxeUMHJ_4U8WoXO4cwyqa8NFXuTNeXKUiQ8wmSfOqC5mkUTPMsl95Q0wZIALVQytM8q5R14rYEJLD0kTJJdCJ2QAiiVEuMpyJGJ-CGEPaBR9G1ALMcS2fxdF_H2P4NGGyuo-sFMgsBp6T8FUAlAmofVAlqXWTCMZ3CK4zEf7AGNrKwIejiURaCJHq377RGDlMbggQ-X3kw0CcZxcjoFK9n3UZ8Dc9ap6nbV-RU0_pKVtNmAbSRFOc.2CXWjMeriJGTZuAnQ1nV6k2J4ODdRrgiRcOh40ohd-k%26dib_tag%3Dse%26qid%3D1726997917%26s%3Dpc%26sr%3D1-41-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,4096,15.6,64,15,14.10 x 9.40 x 0.82 inches,3.56,https://m.media-amazon.com/images/I/817MHeDkSFL.__AC_SX300_SY300_QL70_FMwebp_.jpg
