processor.unlocked_processor,display.screen_type,camera.rear-facing_camera,general.model_family,storage.emmc_capacity,storage.hard_drive_capacity,included.optical_drive_type,connectivity.ethernet_card,connectivity.number_of_usb-c_charging_ports,connectivity.number_of_usb-a_charging_ports,certifications_&_listings.epeat_qualified,features.audio_technology,connectivity.number_of_usb_ports_(total),processor.cpu_base_clock_frequency,features.windows_features,key_specs.operating_system,"expansion.number_of_internal_2.5""_bays",compatibility.voice_assistant_built-in,key_specs.total_storage_capacity,storage.hard_drive_rpm,power.battery_life_(up_to),key_specs.voice_assistant_built-in,processor.number_of_cpu_cores,processor.l2_cache,features.stylus_dock,power.battery_cells,storage.solid_state_drive_interface,cooling.number_of_cpu_cooling_fans,timestamp,key_specs.brightness,dimensions.product_weight,connectivity.bluetooth_version,general.product_name,features.media_card_reader,display.screen_resolution,processor.number_of_cpu_threads,features.media_card_slot,connectivity.usb_ports,camera.rear_facing_camera_video_resolution,processor.processor_model_number,connectivity.gps_enabled,review_count,memory.number_of_memory_slots,dimensions.product_height,display.synchronization_technology,key_specs.2-in-1_design,power.power_supply_maximum_wattage,connectivity.compatible_wireless_standard(s),processor.processor_brand,camera.front-facing_camera,processor.l1_cache,camera.built-in_microphone,key_specs.cpu_base_clock_frequency,power.battery_capacity,cooling.number_of_gpu_cooling_fans,power.charging_interface(s),graphics.gpu_brand,dimension.product_weight,certifications_&_listings.epeat_level,key_specs.screen_type,connectivity.wireless_standard,display.brightness,included.included_software,key_specs.touch_screen,storage.total_storage_capacity,key_specs.screen_size,display.color_gamut_(ntsc),display.screen_size,storage.hard_drive_interface,cooling.cpu_cooling_system,dimensions.product_width,features.speaker_type,display.refresh_rate,connectivity.headphone_jack,key_specs.works_with,expansion.number_of_m.2_slots,warranty.manufacturer's_warranty_-_parts,features.windows_ai,connectivity.display_connector(s),display.high_dynamic_range_(hdr),storage.solid_state_drive_capacity,power.battery_type,price,connectivity.number_of_displayport_outputs_(total),key_specs.display_connector(s),graphics.number_of_gpu_cores,in_stock,memory.system_memory_ram_speed,general.brand,features.chrome_features,product_title,compatibility.operating_system,key_specs.wireless_connectivity,dimensions.product_depth,processor.processor_model,key_specs.processor_model,features.mac_features,warranty.manufacturer's_warranty_-_labor,graphics.advanced_graphics_rendering_technique(s),dimension.product_depth,key_specs.screen_resolution,features.keyboard_technology,connectivity.number_of_vga_ports,display.stylus_input,key_specs.battery_type,cooling.gpu_cooling_system,dimension.product_height,other.upc,general.color_category,key_specs.refresh_rate,power.power_supply_input,features.2-in-1_design,features.backlit_keyboard,storage.storage_type,included.stylus_included,display.color_gamut_(standard_rgb),key_specs.system_memory_(ram),key_specs.battery_life_(up_to),features.cable_lock_slot,memory.system_memory_(ram),dimension.product_width,key_specs.backlit_keyboard,general.model_number,connectivity.number_of_ethernet_ports,graphics.gpu_boost_clock_frequency,graphics.gpu_video_memory_type_(ram),connectivity.wireless_connectivity,display.display_surface,compatibility.operating_system_compatibility,key_specs.storage_type,features.gps_enabled,key_specs.graphics,display.display_type,connectivity.number_of_usb_type_c_charging_ports,connectivity.network_connectivity,memory.number_of_memory_sticks_included,graphics.unlocked_gpu,connectivity.data_plan_required,features.keyboard_included,processor.neural_processing_unit_(npu),storage.hard_drive_accelerator,memory.system_memory_ram_expandable_to,camera.front_facing_camera_video_resolution,connectivity.microphone_input,url,processor.maximum_npu_performance,compatibility.works_with,features.casing_material,features.customizable_case_lighting,camera.rear_facing_camera_megapixels,included.numeric_keypad,rating_average,graphics.gpu_video_memory_(ram),features.customizable_keyboard_lighting,features.foldable_screen,processor.cpu_cache_memory_level,features.touchpad_type,general.color,graphics.gpu_base_clock_frequency,key_specs.security_features,connectivity.wireless_networking_standard,processor.l3_cache,image_src,graphics.graphics,general.year_of_release,memory.expandable_memory_compatibility,camera.front_facing_camera_megapixels,processor.cpu_boost_clock_frequency,compatibility.operating_system_architecture,connectivity.number_of_thunderbolt_ports_(total),connectivity.displayport_over_usb-c,connectivity.number_of_hdmi_outputs_(total),graphics.graphics_type,features.security_features,memory.type_of_memory_(ram),certifications_&_listings.energy_star_certified,display.touch_screen
,AMOLED,,,,,None,,,,Yes,Dolby Atmos,1,3.8 gigahertz,,,,Bixby,1000 gigabytes,,21 hours,,,,,4-cell,NVMe,,2024-12-05 03:10:02,400 nits,3.66 pounds,,"Galaxy Book4 Pro 360 2-in1 16"" AMOLED Touch Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD",Yes,2880 x 1800,,,1 x USB-A 3.2,,155H,,(189 Reviews),,0.50 inches,,Yes,65 watts,,Intel,Yes,,Yes,3.8 gigahertz,4900 milliampere hours,,,Intel,,Silver,AMOLED,AX,400 nits,Yes,Yes,1000 gigabytes,16 inches,,16 inches,,Air,9.93 inches,"AKG Quad Speakers (Woofer Max 5W x2, Tweeter 2W x2)",120Hz,Yes,,1,1 year,Copilot,"1 x HDMI 2.1, 2 x Thunderbolt 4",,1000 gigabytes,Lithium-ion,"$1,249.99Your price for this item is $1,249.99",0,"1 x HDMI 2.1, 2 x Thunderbolt 4",,yes,7467 megahertz,Samsung,,"Samsung - Galaxy Book4 Pro 360 2-in1 16"" AMOLED Touch Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Moonstone Gray",Windows 11 Home,,13.99 inches,Intel Core Ultra 7 Series 1 Evo Edition,Intel Core Ultra 7 Series 1 Evo Edition,,1 year,,,2880 x 1800,,0,,Lithium-ion,,,887276831589,Gray,120Hz,,Yes,Yes,SSD,Yes,,16 gigabytes,21 hours,,16 gigabytes,,Yes,NP960QGK-KG1US,0,,,"Wi-Fi, Bluetooth",,,SSD,No,Intel Arc,OLED,,,,,,,Yes,,,1080p,Yes,https://www.bestbuy.com/site/samsung-galaxy-book4-pro-360-2-in1-16-amoled-touch-screen-laptop-intel-core-ultra-7-16gb-memory-1tb-ssd-moonstone-gray/6572183.p?skuId=6572183,11 trillions operations per second,"Amazon Alexa, Bixby, Cortana, SmartThings",Aluminum,,,Yes,4.6,,No,,,,Moonstone Gray,,,Wi-Fi 6E,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6572/6572183cv19d.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Arc,2024,,,,,2,,1,Integrated,Fingerprint reader,LPDDR5X,Yes,Yes
,,,,,,None,,,,No,Dolby Audio,3,2.4 gigahertz,,,,,128 gigabytes,,9 hours,,4-core (quad-core),,,3-cell,,,2024-12-05 03:10:08,220 nits,3.47 pounds,,"IdeaPad 1 15.6"" (FHD) Laptop - AMD Ryzen 3 - AMD Radeon - 4GB  - 128GB SSD",Yes,1920 x 1080 (Full HD),8,"Secure Digital, MultiMediaCard (MMC)","1 x USB-A 3.2, 1 x USB-C 3.2, 1 x USB-A 2.0",,7320U,,(2 Reviews),0,0.7 inches,,No,65 watts,,AMD,Yes,,Yes,2.4 gigahertz,3735 milliampere hours,,,AMD Radeon,,,,AX,220 nits,"Microsoft Office 365 (30 Day Trial), McAfee LiveSafe (30 Day Trial)",No,128 gigabytes,15.6 inches,,15.6 inches,,,9.29 inches,2 x 1.5W,,Yes,,,1 year,Copilot,1 x HDMI 1.4,,128 gigabytes,Lithium-polymer,$229.99Your price for this item is $229.99,,1 x HDMI 1.4,,yes,5500 megahertz,Lenovo,,"Lenovo - IdeaPad 1 15.6"" (FHD) Laptop - AMD Ryzen 3 - AMD Radeon - 4GB  - 128GB SSD - Abyss Blue",Windows 11 Home in S Mode,,14.18 inches,AMD Ryzen 3 7000 Series,AMD Ryzen 3 7000 Series,,1 year,,,1920 x 1080 (Full HD),,,,Lithium-polymer,,,198154727208,Blue,,,No,No,SSD,,,4 gigabytes,9 hours,,4 gigabytes,,No,82VG00R2US,,,,"Wi-Fi, Bluetooth",,,SSD,,AMD Radeon 610M,LCD,,,,,,,,,,720p,Yes,https://www.bestbuy.com/site/lenovo-ideapad-1-15-6-fhd-laptop-amd-ryzen-3-amd-radeon-4gb-128gb-ssd-abyss-blue/6593581.p?skuId=6593581,,,,,,,3.5,,,,,,Abyss Blue,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/1c319824-47cf-4465-932a-60a5c33bbef7.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon 610M,2024,,,4.1 gigahertz,,,,1,Integrated,,LPDDR5,Yes,No
,IPS,,,,,,,,,Yes,"Waves MaxxAudio Pro, Stereo Speakers, Supports Dolby Atmos Core",4,3.5 gigahertz,,,,,512 gigabytes,,10 hours,,6-core,22 megabytes,None,4-cell,PCIe,,2024-12-05 03:10:14,250 nits,3.77 pounds,,"Inspiron 14 2-in-1 14"" IPS LED FHD Touch Screen Laptop - AMD Ryzen 5 with 8GB Memory - 512GB SSD",Yes,1920 x 1200 (Full HD+),12,,"2 x USB-C 3.2, 2 x USB-A 3.2",,8640HS,,(157 Reviews),,0.74 inches,,Yes,,,AMD,Yes,,Yes,3.5 gigahertz,65 milliampere hours,,,AMD Radeon,,Silver,IPS,,250 nits,,Yes,512 gigabytes,14 inches,,14 inches,,,12.36 inches,,60Hz,Yes,,,1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,,1 x HDMI 1.4,,512 gigabytes,Lithium-ion,$729.99Your price for this item is $729.99,,1 x HDMI 1.4,,yes,,Dell,,"Dell - Inspiron 14 2-in-1 14"" IPS LED FHD Touch Screen Laptop - AMD Ryzen 5 with 8GB Memory - 512GB SSD - Midnight Blue",Windows 11 Home,,8.9 inches,AMD Ryzen 5 8000 Series,AMD Ryzen 5 8000 Series,,1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,,,1920 x 1200 (Full HD+),,,,Lithium-ion,,,884116429333,Blue,60Hz,,Yes,Yes,SSD,,,8 gigabytes,10 hours,,8 gigabytes,,Yes,i7445-5333BLU-PUS,,,,"Bluetooth, Wi-Fi",,,SSD,No,AMD Radeon,LED,,,,,,,,,,,Yes,https://www.bestbuy.com/site/dell-inspiron-14-2-in-1-14-ips-led-fhd-touch-screen-laptop-amd-ryzen-5-with-8gb-memory-512gb-ssd-midnight-blue/6576719.p?skuId=6576719,,,,Yes,,,4.5,,,,L2,"Multi-touch, Gesture",Midnight Blue,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6576/6576719_sd.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2024,,,4.9 gigahertz,,,,1,Integrated,Fingerprint reader,DDR5,Yes,Yes
,,,,,,,,,,No,SonicMaster,3,2.8 gigahertz,,,,,512 gigabytes,,,,4-core (quad-core),,,3-cell,PCIe 3.0,,2024-12-05 03:10:19,250 nits,3.59 pounds,,"Vivobook Go 15"" Laptop FHD - Ryzen 7520U with 8GB RAM - 512GB SSD",,1920 x 1080 (Full HD),8,,"1 x USB-A 2.0, 1 x USB-A 3.2, 1 x USB-C 3.2",,7520U,,(2 Reviews on https://www.asus.com),,0.7 inches,,No,45 watts,,AMD,Yes,,Yes,2.8 gigahertz,,,,AMD Radeon,,,,AC,250 nits,,No,512 gigabytes,15.6 inches,45 percent,15.6 inches,,,14.19 inches,,600Hz,Yes,,,1 year,,1 x HDMI 1.4,,512 gigabytes,Lithium-ion,$479.99Your price for this item is $479.99,,1 x HDMI 1.4,,yes,,ASUS,,"ASUS - Vivobook Go 15"" Laptop FHD - Ryzen 7520U with 8GB RAM - 512GB SSD - Mixed Black",Windows 11 Home,,9.15 inches,AMD Ryzen 5 7000 Series,AMD Ryzen 5 7000 Series,,1 year,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,197105121362,Black,600Hz,,No,No,SSD,No,,8 gigabytes,,,8 gigabytes,,No,E1504FA-AS52,,,,"Wi-Fi, Bluetooth",,,SSD,,AMD Radeon,,,,,,,,No,,,720p,Yes,https://www.bestbuy.com/site/asus-vivobook-go-15-laptop-fhd-ryzen-7520u-with-8gb-ram-512gb-ssd-mixed-black/6593115.p?skuId=6593115,,Cortana,,,,Yes,4.5,,,,,,Mixed Black,,,Wi-Fi 5,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/b663c1eb-3dc3-46d0-ba1a-ed969a9d817e.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2023,,,4.3 gigahertz,,,,1,Integrated,Privacy camera,LPDDR5,Yes,No
,,,,,,,,,,Yes,Dolby Atmos Speaker System,2,1.4 gigahertz,,,,No,1000 gigabytes,,10 hours,,16-core,,,4-cell,,,2024-12-05 03:10:25,400 nits,2.98 pounds,,"Yoga 9i 2-in-1 14"" 4K OLED Touchscreen Laptop with Pen - Intel Core Ultra 7 155H with 32GB Memory - 1TB SSD",No,3840 x 2400,22,,"1 x USB-A 3.2, 1 x USB-C 4",,Intel Core Ultra 7 processor 155H,,(65 Reviews),,0.65 inches,,Yes,65 watts,,Intel,Yes,,Yes,1.4 gigahertz,,,,Intel,,Gold,,AX,400 nits,,Yes,1000 gigabytes,14 inches,,14 inches,,Air,12.4 inches,2x2,60Hz,Yes,,,1 year limited,Copilot,2 x Thunderbolt 4,,1000 gigabytes,Lithium-ion polymer,"$1,649.99Your price for this item is $1,649.99",,2 x Thunderbolt 4,,yes,7467 megahertz,Lenovo,,"Lenovo - Yoga 9i 2-in-1 14"" 4K OLED Touchscreen Laptop with Pen - Intel Core Ultra 7 155H with 32GB Memory - 1TB SSD - Cosmic Blue",Windows 11 Home,,8.58 inches,Intel Core Ultra 7 Series 1,Intel Core Ultra 7 Series 1,,1 year limited,,,3840 x 2400,,,,Lithium-ion polymer,,,197530191657,Blue,60Hz,,Yes,Yes,SSD,,,32 gigabytes,10 hours,,32 gigabytes,,Yes,83AC001AUS,,,,"Bluetooth, Wi-Fi",,,SSD,,Intel Arc,OLED,,,,,,,Yes,,,,,https://www.bestbuy.com/site/lenovo-yoga-9i-2-in-1-14-4k-oled-touchscreen-laptop-with-pen-intel-core-ultra-7-155h-with-32gb-memory-1tb-ssd-cosmic-blue/6571372.p?skuId=6571372,11 trillions operations per second,,,,,,4.6,,,,,,Cosmic Blue,,,Wi-Fi 6E,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6571/6571372_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Arc,2024,,5 megapixels,4.8 gigahertz,64-bit,2,,0,Integrated,"Fingerprint reader, Privacy camera",LPDDR5X,Yes,Yes
,IPS,,,,,None,,,,Yes,DTS: X Ultra,1,,,,,,1024 gigabytes,,,,10-core,,,4-cell,PCIe 4.0,,2024-12-05 03:10:31,400 nits,3.47 pounds,,"OmniBook Ultra - Copilot+ PC - 14"" 2.2K Touch-Screen Laptop - AMD Ryzen AI 9 365 - 32GB Memory - 1TB SSD",,2240 x 1400,,,1 x USB-A 3.1,,AI 9 365,,(38 Reviews),,0.65 inches,FreeSync (AMD Adaptive Sync),,65 watts,,AMD,Yes,,Yes,,,,,AMD Radeon,,Gold,IPS,,400 nits,myHP,Yes,1024 gigabytes,14 inches,,14 inches,,,12.41 inches,Poly Studio with quad speakers,,Yes,,,1 year,Copilot+ PC,2 x Thunderbolt 4,,1024 gigabytes,Lithium-ion polymer,$899.99Your price for this item is $899.99,,2 x Thunderbolt 4,,yes,7500 megahertz,HP,,"HP - OmniBook Ultra - Copilot+ PC - 14"" 2.2K Touch-Screen Laptop - AMD Ryzen AI 9 365 - 32GB Memory - 1TB SSD - Meteor Silver",Windows 11 Home,,8.96 inches,AMD Ryzen AI 300 Series,AMD Ryzen AI 300 Series,,1 year,,,2240 x 1400,,,,Lithium-ion polymer,,,198415063144,Silver,,,,Yes,SSD,,100 percent,32 gigabytes,,,32 gigabytes,,Yes,A31ZJUA#ABA,,,,"Bluetooth, Wi-Fi",,,SSD,,AMD Radeon,LED,,,,,,,Yes,,,,Yes,https://www.bestbuy.com/site/hp-omnibook-ultra-copilot-pc-14-2-2k-touch-screen-laptop-amd-ryzen-ai-9-365-32gb-memory-1tb-ssd-meteor-silver/6589592.p?skuId=6589592,50 trillions operations per second,,Aluminum,,,No,4.6,,,,L3,,Meteor Silver,,,Wi-Fi 7,24 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/aef86e82-d4a6-4c16-b845-668b6ab4176d.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2024,,9 megapixels,5 gigahertz,,2,,,Integrated,"Privacy camera, Fingerprint reader",LPDDR5X,Yes,Yes
No,TN,,,,,,,,,No,,3,2.4 gigahertz,,,,,256 gigabytes,,9.8 hours,,4-core (quad-core),,,,,,2024-12-05 03:10:36,220 nits,3.48 pounds,,"Lenovo Ideapad 1 15Amn7 15.6"" Laptop Ryzen 3 7320U 8GB 256GB SSD W11H- Refurbished",,1920 x 1080 (Full HD),8,,"1 x USB-A 2.0, 1 x USB-A 3.2, 1 x USB-C",,7320U,,(27 Reviews),,0.7 inches,,No,,,AMD,Yes,,,2.4 gigahertz,,,,AMD Radeon,,,TN,AX,220 nits,,No,256 gigabytes,15.6 inches,,15.6 inches,,,14.18 inches,,60Hz,,,,1 year,,1 x HDMI 1.4,,256 gigabytes,Lithium-ion,$219.99Your price for this item is $219.99,,1 x HDMI 1.4,,yes,5500 megahertz,Lenovo,,"Lenovo Ideapad 1 15Amn7 15.6"" Laptop Ryzen 3 7320U 8GB 256GB SSD W11H- Refurbished - Abyss Blue",Windows 11 Home in S Mode,,9.29 inches,AMD Ryzen 3 7000 Series,AMD Ryzen 3 7000 Series,,1 year,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840347623964,Blue,60Hz,,No,No,"SSD, No storage included",,,8 gigabytes,9.8 hours,,8 gigabytes,,No,82VG00BJUS,,,,Wi-Fi,,,"SSD, No storage included",,AMD Radeon,,,,,,,,,,,,,https://www.bestbuy.com/site/lenovo-ideapad-1-15amn7-15-6-laptop-ryzen-3-7320u-8gb-256gb-ssd-w11h-refurbished-abyss-blue/6567248.p?skuId=6567248,,Amazon Alexa,,,,,4.2,,,,,,Abyss Blue,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/1838b412-39a5-4954-9cdd-cdab7d8817ca.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2023,,,4.1 gigahertz,,,,,Integrated,,LPDDR5,No,No
,IPS,,,,,,,,,Yes,,1,1.7 gigahertz,,,,No,1000 gigabytes,,14.5 hours,,12-core,,,4-cell,,,2024-12-05 03:10:42,300 nits,3.57 pounds,,"Yoga 7i 2-in-1 14"" 2K Touchscreen Laptop - Intel Core Ultra 7 155U with 16GB Memory - 1TB SSD",Yes,1920 x 1200 (Full HD+),14,,1 x USB-A 3.2,,Intel Core Ultra 7 processor 155U,,(132 Reviews),,0.72 inches,,Yes,65 watts,,Intel,Yes,,Yes,1.7 gigahertz,,,,Intel,,Gold,IPS,AX,300 nits,,Yes,1000 gigabytes,14 inches,45 percent,14 inches,,Air,12.51 inches,2 x 2W,60Hz,Yes,,,1 Year Limited with Premium Care,Copilot,"2 x Thunderbolt, 1 x HDMI 1.4",,1000 gigabytes,Lithium-polymer,$699.99Your price for this item is $699.99,3,"2 x Thunderbolt, 1 x HDMI 1.4",,yes,7467 megahertz,Lenovo,,"Lenovo - Yoga 7i 2-in-1 14"" 2K Touchscreen Laptop - Intel Core Ultra 7 155U with 16GB Memory - 1TB SSD - Storm Grey",Windows 11 Home,,8.75 inches,Intel Core Ultra 7 Series 1,Intel Core Ultra 7 Series 1,,1 Year Limited with Premium Care,,,1920 x 1200 (Full HD+),,,,Lithium-polymer,,,197531069276,Gray,60Hz,,Yes,Yes,SSD,,,16 gigabytes,14.5 hours,,16 gigabytes,,Yes,83DJ0002US,,,,"Bluetooth, Wi-Fi",,,SSD,,Intel Graphics,LCD,,,,,,,Yes,,,1080p,,https://www.bestbuy.com/site/lenovo-yoga-7i-2-in-1-14-2k-touchscreen-laptop-intel-core-ultra-7-155u-with-16gb-memory-1tb-ssd-storm-grey/6571368.p?skuId=6571368,11 trillions operations per second,,,,,,4.7,,,,,,Storm Grey,,,Wi-Fi 6E,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6571/6571368_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2024,,,4.8 gigahertz,64-bit,2,,1,Integrated,"Fingerprint reader, Privacy camera",LPDDR5X,Yes,Yes
No,AMOLED,,,,,None,,,,Yes,"Harmon Kardon-certified, Dolby Atmos speakers",4,3.4 gigahertz,,,,,512 gigabytes,,,,8-core,,,4-cell,PCIe 4.0,,2024-12-05 03:10:47,600 nits,3.13 pounds,,"Vivobook S 15 15"" 3K OLED Laptop - Copilot+ PC - Qualcomm Snapdragon X Plus - 16GB Memory - 512GB SSD",Yes,2880 x 1800,,microSD,"2 x USB-A 3.2, 2 x USB-C 4",,X1P 42 100,,(45 Reviews),,0.58 inches,,No,,,Qualcomm,Yes,,Yes,3.4 gigahertz,,,,Qualcomm,,Gold,AMOLED,BE,600 nits,MyASUS,No,512 gigabytes,15.6 inches,,15.6 inches,,Air,8.94 inches,,120Hz,Yes,,,1 year,Copilot+ PC,1 x HDMI 2.1,,512 gigabytes,Lithium-ion,$499.99Your price for this item is $499.99,,1 x HDMI 2.1,,yes,8448 megahertz,ASUS,,"ASUS - Vivobook S 15 15"" 3K OLED Laptop - Copilot+ PC - Qualcomm Snapdragon X Plus - 16GB Memory - 512GB SSD - Neutral Black",Windows 11 Home,,13.88 inches,Qualcomm Snapdragon X Plus,Qualcomm Snapdragon X Plus,,1 year,,,2880 x 1800,,,,Lithium-ion,,,197105613966,Black,120Hz,,No,Yes,SSD,No,,16 gigabytes,,,16 gigabytes,,Yes,Q5507QA-S15.X1P512,,,,"Wi-Fi, Bluetooth",,,SSD,No,Qualcomm Snapdragon X Elite Adreno,OLED,,None,,,,,Yes,,,1080p,Yes,https://www.bestbuy.com/site/asus-vivobook-s-15-15-3k-oled-laptop-copilot-pc-qualcomm-snapdragon-x-plus-16gb-memory-512gb-ssd-neutral-black/6585180.p?skuId=6585180,45 trillions operations per second,,,No,,Yes,4.4,,,,,,Neutral Black,,,Wi-Fi 7,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/1e3f45cc-caf1-4bd4-9fd7-9ea73be38f57.jpg;maxHeight=640;maxWidth=550;format=webp,Qualcomm Snapdragon X Elite Adreno,2024,,,3.4 gigahertz,,,,1,Integrated,Facial recognition,LPDDR5X,Yes,No
,,,,,,,,,,No,,,,,,,,512 gigabytes,,,,,,,,,,2024-12-05 03:10:52,,2.97 pounds,,"HP Elitebook 845 G7 Laptop, AMD Ryzen 7 Pro, 16GB RAM, 512GB SSD Windows 10 Pro-64- Refurbished",,1920 x 1080 (Full HD),,,,,Ryzen 7 PRO 4750U,,Be the first to write a review,,,,,,,AMD,Yes,,,,,,,AMD Radeon,,,,,,,No,512 gigabytes,14 inches,,14 inches,,,,,,,,,18 Months,,1 x HDMI,,512 gigabytes,Lithium-ion,$364.99Your price for this item is $364.99,,1 x HDMI,,yes,,HP,,"HP Elitebook 845 G7 Laptop, AMD Ryzen 7 Pro, 16GB RAM, 512GB SSD Windows 10 Pro-64- Refurbished - Silver",Windows 10 Pro,,,AMD Ryzen 7 4000 Series PRO,AMD Ryzen 7 4000 Series PRO,,18 Months,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840415224246,Silver,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,HP.845G7.R7P.16.512.W10P,,,,,,,SSD,,AMD Radeon,,,,,,,,,,,,,https://www.bestbuy.com/site/hp-elitebook-845-g7-laptop-amd-ryzen-7-pro-16gb-ram-512gb-ssd-windows-10-pro-64-refurbished-silver/6598985.p?skuId=6598985,,,,,,,,,,,,,Silver,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/f0a34973-c9a2-49cc-ae5c-b309a99daa64.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2023,,,,,,,,Integrated,,DDR4,No,No
,Retina Display,,,,,,,,,Yes,,,,,,,Siri,512 gigabytes,,18 hours,,11-core,,,6-cell,,,2024-12-05 03:10:58,1000 nits,3.5 pounds,,"MacBook Pro 14"" Laptop - M3 Pro chip Built for Apple Intelligence - 18GB Memory - 14-core GPU - 512GB SSD",Yes,3024 x 1964,,Secure Digital,,,Apple M3 Pro,,"(2,747 Reviews)",,0.61 inches,,,,,Apple,Yes,,Yes,,,,,Apple,,Gold,Retina Display,AX,1000 nits,,No,512 gigabytes,14.2 inches,,14.2 inches,,,12.31 inches,,120Hz,Yes,,,1 year limited,,"1 x HDMI, 3 x Thunderbolt 4",,512 gigabytes,Lithium-ion,"$1,499.00Your price for this item is $1,499.00",,"1 x HDMI, 3 x Thunderbolt 4",,yes,,Apple,,"Apple - MacBook Pro 14"" Laptop - M3 Pro chip Built for Apple Intelligence - 18GB Memory - 14-core GPU - 512GB SSD - Space Black",macOS Sonoma 14,,8.71 inches,Apple M3 Pro,Apple M3 Pro,"Siri, Touch ID sensor",1 year limited,,,3024 x 1964,,,,Lithium-ion,,,195949000034,Black,120Hz,,,Yes,SSD,,,18 gigabytes,18 hours,,18 gigabytes,,Yes,MRX33LL/A,,,,"Wi-Fi, Bluetooth",,,SSD,,Apple M3 Pro 14-core,,,,,,,,,,,1080p,,https://www.bestbuy.com/site/apple-macbook-pro-14-laptop-m3-pro-chip-built-for-apple-intelligence-18gb-memory-14-core-gpu-512gb-ssd-space-black/6534615.p?skuId=6534615,,Siri,Aluminum,,,,4.9,,,,,,Space Black,,,Wi-Fi 6E,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6534/6534615_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Apple M3 Pro 14-core,2023,,,,,3,,1,Integrated,,Not provided,Yes,No
,,,,,,,,,,Yes,,3,,,,,,512 gigabytes,,,,14-core,,,6-cell,,,2024-12-05 03:11:03,,4.72 pounds,,MacBook Pro 16-inch Apple M4 Pro chip Built for Apple Intelligence - 24GB Memory - 512GB SSD,,3456 x 2234,,,3 x USB-C 4,,Apple M4 Pro,,(18 Reviews),,0.66 inches,,,,,Apple,Yes,,,,,,,Apple,,Gold,,,,,No,512 gigabytes,16 inches,,16 inches,,,14 inches,,,,,,Apple One (1) Year Limited Warranty,,"3 x Thunderbolt 5, 1 x HDMI",,512 gigabytes,Lithium-ion polymer,"$2,499.00Your price for this item is $2,499.00",,"3 x Thunderbolt 5, 1 x HDMI",,yes,,Apple,,Apple - MacBook Pro 16-inch Apple M4 Pro chip Built for Apple Intelligence - 24GB Memory - 512GB SSD - Space Black,macOS Sequoia 15.1,,9.77 inches,Apple M4 Pro,Apple M4 Pro,,Apple One (1) Year Limited Warranty,,,3456 x 2234,,,,Lithium-ion polymer,,,195949869600,Black,,,,Yes,SSD,,,24 gigabytes,,,24 gigabytes,,Yes,MX2X3LL/A,,,,"Bluetooth, Wi-Fi",,,SSD,,Apple M4 Pro 20-core,LED,,,,,,,,,,,,https://www.bestbuy.com/site/apple-macbook-pro-16-inch-apple-m4-pro-chip-built-for-apple-intelligence-24gb-memory-512gb-ssd-space-black/6602755.p?skuId=6602755,,,,,,,4.8,,,,,,Space Black,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/c79f9163-6c3e-4947-9ad9-63164bb9cfaa.jpg;maxHeight=640;maxWidth=550;format=webp,Apple M4 Pro 20-core,2024,,,,,3,,,Integrated,,Not provided,Yes,No
