Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Storage,Rating,Screen_Size,RAM,Source
HP,G9,AMD,Windows 11,Athlon,42.0,499.99,SSD,2048,4.4,15.6,16,Amazon
ACEMAGIC,AX16PRO,AMD,Windows 11,AMD Ryzen 7,68.0,599.99,SSD,512,4.3,16.1,16,Amazon
acer,Chromebook 516 GE,Intel,Chrome OS,Core i5-1240P,36.0,580.67,SSD,256,4.4,16.0,16,Amazon
HP,TPN-Q278_599J4AV,Intel,Windows 11 Home,Core i5 Family,8.0,672.99,SSD,2048,4.4,15.6,16,Amazon
Lenovo,IdeaPad Flex 5i,Intel,Chrome OS,Core i3 Family,211.0,499.98,SSD,256,4.4,14.0,8,Amazon
ASUS,G814JIR-XS96,Intel,Windows 11 Pro,Core i9,141.0,2212.99,SSD,2048,4.0,18.0,32,Amazon
Lenovo,ThinkBook 15 Gen 4,Intel,Windows 11 Pro,Core i7,18.0,635.0,SSD,512,4.4,15.6,16,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14.0,1049.0,SSD,2048,4.0,16.0,24,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11.0,869.0,SSD,2048,4.3,16.0,24,Amazon
Oemgenuine,ThinkPad E15 Gen 2,AMD,Windows 10 Pro,Ryzen 5 4500U,2.0,829.95,SSD,512,4.4,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5.0,1229.0,SSD,4096,4.0,16.0,64,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Windows 11 Pro,Intel Mobile CPU,0.0,1039.0,SSD,4096,4.4,16.0,64,Amazon
ist computers,V14 Laptop,AMD,Windows 11 Pro,Ryzen 5,11.0,449.99,SSD,512,4.5,14.0,16,Amazon
Dell,Dell Inspiron 15 3525 Laptop,AMD,Windows 11 Home,Ryzen 5,232.0,448.0,SSD,512,4.2,15.6,16,Amazon
HP,HP 15.6 inch Laptop PC,Intel,Windows 11 Home,Core i5,281.0,450.0,SSD,512,4.4,15.6,8,Amazon
Lenovo,IdeaPad Flex 5i,Intel,Chrome OS,Core i3,277.0,469.0,SSD,128,4.4,14.0,8,Amazon
Lenovo,Yoga 7i,AMD,Windows 11 Pro,Ryzen 7,16.0,999.99,SSD,2048,4.3,16.0,16,Amazon
Lenovo,21JT,AMD,Windows 11 Pro,Ryzen 5,111.0,717.0,SSD,2048,4.5,16.0,24,Amazon
Lenovo,ThinkPad X1 Carbon Gen 11 Laptop PC,Intel,Windows 11 Pro,Core i7 Family,8.0,1339.77,SSD,2048,4.0,14.0,32,Amazon
acer,Acer Chromebook Plus 514,Intel,Chrome OS,Intel Core i3,38.0,344.98,SSD,128,4.5,14.0,8,Amazon
ASUS,Q420V,Intel,Windows 11 Pro,Core i7 Family,67.0,899.0,SSD,2048,4.4,14.5,16,Amazon
HP,TPN-Q279_598U1AV,AMD,Windows 11 Home,Ryzen 5,856.0,674.87,SSD,512,4.4,15.6,16,Amazon
Apple,FBA_MQD42LL/A,Intel,Mac OS,Core i5,172.0,184.34,SSD,256,4.5,13.3,8,Amazon
Dell,"Dell 11"" Chromebook",Intel,Chrome OS,Celeron N,17.0,74.99,SSD,32,4.4,11.0,4,Amazon
HP,TPN-I139_767K9AV,Intel,Windows 11 Home,Core i5 Family,5.0,795.63,SSD,2048,4.3,17.3,32,Amazon
TPV,AceBook,Intel,Windows 11 Pro,Core i5,13.0,309.99,SSD,512,4.5,15.6,16,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11.0,1099.0,SSD,8192,4.0,16.0,40,Amazon
HP,HP Stream,Intel,Windows 11 S,Celeron,413.0,298.0,EMMC,128,4.6,14.0,16,Amazon
HP,EliteBook 840,Intel,Windows 10 Pro,Core i5 6200U,543.0,158.68,SSD,256,4.5,14.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24.0,889.0,SSD,2048,4.3,15.6,32,Amazon
Apple,MacBook Air,Intel,macOS 12 Monterey,Core i5 5300U,441.0,139.99,HDD,128,4.4,11.6,8,Amazon
Lenovo,IdeaPad 1 15IJL7,Intel,Windows 11 Home,Celeron,297.0,288.15,SSD,512,4.6,15.6,12,Amazon
Apple,MacBook Air,Intel,Mac OS,Core i5,173.0,384.95,SSD,512,4.5,13.0,8,Amazon
Lenovo,X1 Carbon Gen 11,Intel,Windows 11 Pro,Intel Core i7,29.0,1139.11,SSD,512,4.4,14.0,16,Amazon
HP,TPN-Q278_599J4AV,Intel,Windows 11 Home,Core i5 Family,5.0,728.0,SSD,2048,4.5,15.6,32,Amazon
SAMSUNG,Samsung Chromebook Plus V2,Intel,Chrome OS,Celeron,259.0,279.98,SSD,128,4.6,12.2,4,Amazon
Hp,Multitasking Slim,Intel,Windows 11,Intel Mobile CPU,29.0,349.85,SSD,128,4.2,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2.0,729.0,SSD,8192,5.0,14.0,64,Amazon
HP,TPN-C164,Intel,Windows 11 Home,Intel Mobile CPU,0.0,1536.59,SSD,4096,4.4,17.3,64,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14.0,1049.0,SSD,2048,4.0,16.0,24,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11.0,869.0,SSD,2048,4.3,16.0,24,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M1,269.0,619.97,SSD,512,4.4,13.3,8,Amazon
ASUS,ROG Flow Z13,Intel,Windows 11 Home,Core i9,96.0,1574.99,SSD,2048,4.0,13.4,16,Amazon
Lenovo,ThinkPad P15v Gen 3,Intel,Windows 11 Pro,Core i7 Family,2.0,1259.0,SSD,2048,4.4,15.6,32,Amazon
Lenovo,T480s,Intel,Windows 10 Pro,Intel Core i7,405.0,321.74,SSD,512,4.5,14.0,24,Amazon
FUNYET,DuetBook,Intel,Windows 11 Pro,Celeron,531.0,349.99,SSD,512,4.2,16.0,16,Amazon
Naclud,M17S,Intel,11,Celeron,34.0,239.99,SSD,128,4.5,17.3,4,Amazon
BiTECOOL,HaloBook,Intel,Windows 11 Pro,Core i3,266.0,289.0,SSD,512,4.6,15.6,16,Amazon
SAMSUNG,Chromebook Plus V2,Intel,Chrome OS,Celeron,83.0,238.99,SSD,64,4.5,12.2,4,Amazon
NIAKUN,NiaBook,Intel,Windows 11 Pro,Celeron,68.0,359.99,SSD,512,4.3,16.0,16,Amazon
ist computers,Lenovo Thinkpad,AMD,Windows 11 Pro,Ryzen 5,60.0,699.99,SSD,512,4.4,16.0,16,Amazon
ASUS,TUF Gaming A16,AMD,Windows 11 Home,Ryzen 7,48.0,1568.0,SSD,1000,4.0,16.0,16,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21.0,529.0,SSD,512,4.4,15.6,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5.0,1079.0,SSD,2048,4.0,16.0,32,Amazon
acer,Chromebook Spin 713,Intel,Chrome OS,Core i3-10110U,6.0,104.99,EMMC,64,4.4,13.5,4,Amazon
Dell,Dell Latitude 7420 Laptop,Intel,Windows 11 Pro,Intel Core i7-1165G7,74.0,386.65,SSD,512,4.5,14.0,16,Amazon
HP,HP Laptop,Intel,Windows 11 S,Core i3,112.0,342.97,SSD,256,4.5,15.6,8,Amazon
HP,HP,Intel,Windows 11 Pro,Intel Core i3,70.0,519.0,SSD,2048,4.4,17.3,32,Amazon
Dell,Dell XPS 15,Intel,Windows 11 Pro,Core i7,149.0,1759.99,SSD,2048,4.0,15.6,32,Amazon
HP,HP,Intel,Windows 11,Pentium,50.0,329.99,SSD,128,4.5,15.6,16,Amazon
HP,HP Chromebook 14a-na0031wm,Intel,Chrome OS,Celeron N,851.0,149.99,EMMC,64,4.6,14.0,4,Amazon
HP,Pavilion,AMD,Windows 11,AMD R Series,259.0,412.0,SSD,512,4.5,15.6,16,Amazon
HP,HP,Intel,Windows 11 Pro,Core i3,61.0,549.0,SSD,2048,4.4,17.3,32,Amazon
jumper,EZbook S5Max,Intel,11,Celeron,65.0,199.99,EMMC,128,4.4,16.0,4,Amazon
Apple,MacBook Pro,Apple,Mac OS,Unknown,264.0,799.98,SSD,256,4.4,13.0,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2.0,729.0,SSD,2048,5.0,14.0,16,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
TPV,AceBook,Intel,Windows 11 Pro,Core i5,13.0,309.99,SSD,512,4.5,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
TPV,AceBook,Intel,Windows 11 Pro,Core i5,13.0,309.99,SSD,512,4.5,15.6,16,Amazon
HP,HP EliteBook,Intel,Windows 10 Pro,Core i7,750.0,248.0,SSD,512,4.5,14.0,16,Amazon
HP,hp 15,Intel,Windows 11,Core i3,17.0,548.55,SSD,512,4.4,15.6,32,Amazon
Dell,Dell Chromebook 11,Intel,Chrome OS,Celeron N3060,356.0,54.99,SSD,16,4.1,11.6,4,Amazon
Lenovo,ThinkBook 15 G3 ACL,Intel,Windows 11 Pro,Core i7 Family,2.0,603.0,SSD,512,4.4,15.6,16,Amazon
Lenovo,ThinkPad T14s,Intel,Windows 11 Pro,Core i7,11.0,469.99,SSD,512,4.4,14.0,32,Amazon
Lenovo,V15,Intel,Windows 11 Pro,Core i5,42.0,569.0,SSD,512,4.4,15.6,16,Amazon
ACEMAGIC,AX16PRO,AMD,Windows 11,AMD Ryzen 7,48.0,599.99,SSD,512,4.2,16.1,16,Amazon
HP,HP,AMD,Windows 11 Home,Ryzen 3,80.0,369.0,SSD,256,4.3,17.3,8,Amazon
HP,HP Laptop 14-dq5009nr,Intel,Windows 11 Home,Core i3,240.0,314.99,SSD,256,4.2,14.0,8,Amazon
Samsung,NP964XGK-KG1US,Intel,Windows 11 Pro,1.2GHz Cortex A8 Processor,20.0,1799.0,SSD,2048,4.4,16.0,32,Amazon
ASUS,Business Laptop,Intel,Windows 11 Pro,Intel Core i3,34.0,499.0,SSD,2048,4.4,14.0,24,Amazon
ist computers,V15 G3 Business Laptop,Intel,Windows 11 Pro,Core i7 Family,14.0,728.98,SSD,2048,4.5,15.6,40,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0.0,579.99,SSD,4096,4.4,15.6,8,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21.0,575.1,SSD,2048,4.4,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0.0,379.0,SSD,2048,4.5,14.0,8,Amazon
WIPEMIK,M,Intel,11 Pro,Celeron N,8.0,199.0,SSD,256,4.4,14.0,8,Amazon
ASUS,Asus Chromebook,Intel,Chrome OS,Celeron N3350,659.0,127.99,SSD,64,4.6,14.0,4,Amazon
acer,Aspire 5,AMD,Windows 10 Home,Ryzen 3 3200U,929.0,399.0,SSD,128,4.3,15.6,4,Amazon
HP,15-ey0013dx,AMD,Windows 11 Home,AMD R Series,86.0,508.98,SSD,256,4.4,15.6,8,Amazon
Apple,MacBook Air,Intel,macOS 10.15 Catalina,Intel Core i5,296.0,466.9,SSD,256,4.4,13.3,8,Amazon
HP,HP Laptop 17,AMD,Windows 11 Home,Ryzen 5,15.0,519.99,SSD,2048,4.4,17.3,32,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Pentium,251.0,102.8,SSD,64,4.4,11.6,4,Amazon
ASUS,FX507VI-F15.I74070,Intel,Windows 11 Pro,Core i7 Family,10.0,1391.99,SSD,2048,4.4,15.6,32,Amazon
Lenovo,ThinkPad,Intel,Windows 10 Pro,Core i5,460.0,243.97,SSD,512,4.5,14.0,16,Amazon
Dell,Dell Inspiron Laptop,Intel,Windows 11,Intel Celeron D,16.0,469.0,SSD,2048,4.4,15.6,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,10.0,1296.71,SSD,4096,4.0,15.6,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0.0,149.0,EMMC,64,4.6,14.1,6,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38.0,1299.0,SSD,2048,4.0,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21.0,575.1,SSD,2048,4.4,15.6,16,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Windows 11 Pro,Intel Mobile CPU,1.0,1159.0,SSD,4096,4.4,16.0,64,Amazon
jumper,EZbook S7Hi,Intel,Windows 11,Celeron 5205U,8.0,379.99,SSD,128,4.3,15.6,4,Amazon
MSI,Raider GE68HX 14VHG-286US,Intel,Windows 11 Home,Intel Core i9,3.0,3199.0,SSD,4096,3.4,16.0,64,Amazon
ist computers,EliteBook 845 G8,AMD,Windows 11 Pro,Ryzen 5,68.0,579.99,SSD,512,4.4,14.0,16,Amazon
Lenovo,Lenovo Thinkpad Yoga,Intel,Windows 10,Celeron N,520.0,99.0,SSD,128,4.5,11.6,4,Amazon
acer,CB315-4H-C8XU,Intel,Chrome OS,Celeron,41.0,189.0,SSD,64,4.4,15.6,4,Amazon
Dell,Latitude 7430,Intel,Windows 11 Pro,Core i7,12.0,594.02,SSD,512,4.4,14.0,32,Amazon
Dell,Inspiron 15 3520,Intel,Windows 11 Home,Core i7 Family,51.0,633.95,SSD,2048,4.4,15.6,32,Amazon
Lenovo,Lenovo V15 G2 IJL,Intel,Windows 11 Pro,Celeron,0.0,349.0,SSD,2048,3.8,15.6,16,Amazon
Dell,Latitude 3380,Intel,Windows 10 Pro,Core i3 Family,136.0,119.99,SSD,128,4.4,13.3,4,Amazon
HP,HP,Intel,Windows 11 Home,Core i3-1115G4E,364.0,417.99,SSD,2048,4.5,15.6,16,Amazon
MSI,Stealth 16 AI Studio A1VGG-036US,Intel,Windows 11 Pro,Intel Mobile CPU,49.0,2599.0,SSD,2048,4.0,16.0,64,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5.0,1079.0,SSD,2048,4.0,16.0,32,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11.0,869.0,SSD,2048,4.3,16.0,24,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24.0,849.0,SSD,2048,4.3,15.6,16,Amazon
acer,Nitro V Gaming Laptop ANV15-51-92XK,Intel,Windows 11 Home,Intel Core i9,305.0,1349.99,SSD,2048,4.4,15.6,32,Amazon
Lenovo,V15,Intel,Windows 11 Home,Intel Pentium 4,138.0,325.98,SSD,256,4.5,15.0,40,Amazon
Lenovo,T14 Gen 1,Intel,Windows 11 Pro,Core i5 Family,81.0,314.0,SSD,512,4.5,14.0,16,Amazon
Lenovo,Ideapad,Intel,Windows 11 Home,Intel Core i3,509.0,320.0,SSD,256,4.5,15.6,8,Amazon
HP,HP,Intel,Windows 11,Pentium,153.0,329.98,EMMC,2048,4.2,14.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,0.0,829.99,SSD,512,4.4,15.6,16,Amazon
ASUS,Zenbook Pro 14,Intel,Windows 11 Home,Core i9,101.0,2094.99,SSD,2048,4.3,14.5,32,Amazon
Oemgenuine,Latitude 3550,Intel,Windows 11 Pro,Core i5,16.0,819.95,SSD,512,4.4,15.6,16,Amazon
ApoloSign,NJP1561P,Intel,Windows 11 Home,Celeron N,8.0,629.99,SSD,512,4.4,15.6,12,Amazon
Microsoft,"Surface Laptop 3 15""",Intel,Windows 11 Pro,Core i5,45.0,394.03,SSD,256,4.3,15.0,16,Amazon
Lenovo,V15,Intel,Windows 11 Pro,Celeron,2.0,599.99,SSD,2048,4.4,15.6,32,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0.0,579.99,SSD,4096,4.4,15.6,8,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,22.0,889.0,SSD,2048,4.3,16.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0.0,579.99,SSD,4096,4.4,15.6,8,Amazon
MSI,Titan 18 HX A14VIG-036US,Intel,Windows 11 Pro,Intel Core i9,14.0,4939.0,SSD,8192,5.0,18.0,128,Amazon
ist computers,ThinkPad T16,Intel,Windows 11 Pro,Core i7,8.0,1299.0,SSD,2048,4.0,16.0,32,Amazon
Lenovo,LOQ 15,AMD,Windows 11 Home,Ryzen 7,17.0,991.85,SSD,512,4.1,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,10.0,1007.98,SSD,512,4.0,15.6,16,Amazon
Dell,Latitude E7470,Intel,Windows 10 Pro,Intel Core i5,521.0,151.09,SSD,256,4.5,14.0,8,Amazon
Microsoft,Microsoft Surface,Intel,Windows 10,Core i7,65.0,374.99,SSD,256,4.3,13.5,16,Amazon
HP,HP Laptop,AMD,Windows 11 Home,Ryzen 5,40.0,759.99,SSD,4096,4.5,17.3,64,Amazon
Samsung,XE530QDA-KA1US,Intel,Chrome OS,Core i3,191.0,454.99,SSD,128,4.4,13.3,8,Amazon
acer,Spin 311 2H,Intel,Chrome OS,MediaTek MT8183,480.0,257.5,EMMC,64,4.6,11.6,4,Amazon
Apple,MacBook Pro,Intel,macOS 10.12 Sierra,Core i7,948.0,404.97,SSD,512,4.5,15.0,16,Amazon
Dell,Inspiron 15 3000 3520,Intel,Windows 11 Pro,Intel Core i5,49.0,511.02,SSD,2048,4.4,15.6,32,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 Home,Celeron N,47.0,249.0,EMMC,64,4.5,14.0,4,Amazon
TPV,AceBook,Intel,Windows 11 Pro,Core i5,13.0,309.99,SSD,512,4.5,15.6,16,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21.0,575.1,SSD,2048,4.4,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0.0,379.0,SSD,2048,4.5,14.0,8,Amazon
HP,HP,Intel,Windows 11 Pro,Core i5-1235U,280.0,599.0,SSD,2048,4.4,15.6,32,Amazon
Lapbook,S15,Intel,Windows 11 Home S Edition,Celeron N4020,154.0,199.99,SSD,512,4.4,15.6,8,Amazon
HP,HP-840G6,Intel,Windows 10 Pro,Core i5,141.0,215.89,SSD,256,4.5,14.0,16,Amazon
Apple,MacBook Pro,Apple,macOS Sonoma,1,10.0,1587.0,SSD,512,4.4,14.2,18,Amazon
HP,HP Stream,Intel,Windows 11 S,Celeron N,480.0,309.0,EMMC,64,4.5,14.0,16,Amazon
acer,A514-56M-576D,Intel,Windows 11 Home,Core i5,40.0,439.89,SSD,512,4.5,14.0,8,Amazon
jumper,EZbook S7MAX,Intel,Windows 11 Home,Celeron,7.0,327.96,SSD,640,4.2,16.0,12,Amazon
Dell,Inspiron 15 3520 Laptop,Intel,Windows 11 Home,Core i5,36.0,380.0,SSD,256,4.3,15.6,8,Amazon
HP,HP Chromebook,Intel,Chrome OS,Celeron N,39.0,154.99,EMMC,64,4.5,14.0,4,Amazon
HP,HP Laptop 17-cp2099nr,AMD,Windows 11 Home,Ryzen 5,46.0,550.0,SSD,512,4.4,17.3,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,10.0,1296.71,SSD,4096,4.0,15.6,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0.0,149.0,EMMC,64,4.6,14.1,6,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6.0,1499.0,SSD,8192,4.0,15.6,64,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1.0,119.99,EMMC,64,4.5,10.1,2,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11.0,1099.0,SSD,8192,4.0,16.0,40,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2.0,399.99,SSD,2048,4.5,16.0,16,Amazon
acer,AN515-58-525P,Intel,Windows 11 Home,Core i5,827.0,669.88,SSD,512,4.4,15.6,8,Amazon
HP,Notebook,AMD,Windows 11,Ryzen 3 3250U,504.0,379.0,SSD,2048,4.3,14.0,16,Amazon
acer,Predator Helios 16 PH16-71-71AV,Intel,Windows 11 Home,Intel Core i7,3.0,1189.99,SSD,2048,4.4,16.0,16,Amazon
Dell,Dell 11.5 Chromebook,Intel,Chrome OS,Celeron,2.0,74.99,SSD,32,4.4,11.5,4,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M1,61.0,799.95,SSD,512,4.4,13.3,16,Amazon
Microsoft,Surface Laptop 5,Intel,Windows 11 Pro,Core i7,1.0,1231.1,SSD,512,4.4,13.5,16,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Core i7,0.0,1543.99,SSD,512,4.0,14.0,32,Amazon
HP,TPN-I139,Intel,Windows 11 Home,Core i7 Family,68.0,795.0,SSD,2048,4.5,17.3,32,Amazon
ist computers,ThinkPad E16,AMD,Windows 11 Pro,Ryzen 5,13.0,649.98,SSD,512,4.4,16.0,16,Amazon
ist computers,ThinkPad T14,AMD,Windows 11 Pro,Ryzen 5,31.0,799.98,SSD,512,4.5,14.0,16,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14.0,1049.0,SSD,2048,4.0,16.0,24,Amazon
Lenovo,Lenovo Thinkpad,AMD,Windows 10 Pro,AMD Ryzen 7,0.0,479.0,SSD,512,4.4,15.6,16,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Windows 11 Pro,Intel Mobile CPU,1.0,1159.0,SSD,4096,4.4,16.0,64,Amazon
SGIN,SGIN-M15,Intel,11,Celeron,8.0,189.99,SSD,128,4.4,15.6,4,Amazon
SAMSUNG,Lenovo,Intel,Windows 11 Pro,Core i7,44.0,699.0,SSD,512,4.4,14.0,16,Amazon
ist computers,ThinkPad E15 Gen 4,AMD,Windows 11 Pro,AMD Ryzen 7,50.0,799.99,SSD,512,4.5,15.6,16,Amazon
Lenovo,Lenovo 500E,Intel,Chrome OS,Celeron N3450,509.0,84.95,SSD,32,4.4,11.6,4,Amazon
Apple,MacBook Pro,Apple,Mac OS,Unknown,86.0,1347.0,SSD,512,4.4,14.0,16,Amazon
Alienware,Alienware m18 AMD Gaming Laptop,AMD,Windows 11 Home,Ryzen 9,204.0,2650.68,SSD,2048,4.3,18.0,32,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Core i7,3.0,939.0,SSD,2048,5.0,14.0,32,Amazon
Dell,Inspiron 3000,Intel,Windows 11 Pro,Core i5,59.0,467.0,SSD,512,4.4,15.6,16,Amazon
Apple,MacBook Air,Apple,macOS 10.15 Catalina,Unknown,130.0,825.0,SSD,256,4.4,15.0,8,Amazon
Dell,Dell Latitude,Intel,Windows 11,Core i7,139.0,349.9,SSD,2048,4.5,13.3,16,Amazon
acer,Chromebook Spin 713,Intel,Chrome OS,Core i3-10110U,6.0,104.99,EMMC,64,4.4,13.5,4,Amazon
Oemgenuine,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i5,42.0,799.95,SSD,250,4.5,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,19.0,949.0,SSD,4096,4.3,14.0,32,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1.0,119.99,EMMC,64,4.4,10.1,2,Amazon
HP,HP,Intel,Windows 11,Intel Core i3,2.0,449.99,SSD,512,4.2,17.3,16,Amazon
ASUS,Strix G16,Intel,Windows 11 Home,Core i7,331.0,1274.99,SSD,2048,4.0,16.0,16,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Core i7,0.0,2298.83,SSD,4096,4.3,14.0,64,Amazon
SAMSUNG,Chromebook 4+,Intel,Chrome OS,Celeron N3450,568.0,210.0,SSD,64,4.5,15.6,4,Amazon
ist computers,Lenovo Thinkpad E16,Intel,Windows 11 Pro,Core i5 Family,109.0,799.99,SSD,512,4.5,16.0,16,Amazon
Oemgenuine,ThinkPad E16,Intel,Windows 11 Pro,Core i5,42.0,779.95,SSD,500,4.5,15.6,16,Amazon
HP,250,Intel,Windows 11 Home,Celeron,167.0,569.99,SSD,4096,4.4,15.6,32,Amazon
Lenovo,N23 Yoga Chromebook,MediaTek,Chrome OS,H8S,305.0,74.99,SSD,32,4.4,11.6,4,Amazon
HP,11-G2 X360,Intel,Windows 10 Pro,Intel Core M-5Y10 Processor,108.0,119.0,SSD,128,4.4,11.6,8,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Others,9.0,1849.99,SSD,4096,4.4,14.0,32,Amazon
Apple,Macbook Pro,Apple,Mac OS,Apple M1,0.0,614.99,SSD,256,4.4,13.3,8,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M1,103.0,624.95,SSD,256,4.4,13.3,8,Amazon
Dell,Latitude 7430,Intel,Windows 11 Pro,Core i7,5.0,597.0,SSD,512,4.4,14.0,32,Amazon
Lenovo,82YN0002US,Intel,Windows 11 Home,Intel Core i7-1355U,26.0,841.68,SSD,512,4.3,16.0,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0.0,149.0,EMMC,64,4.6,14.1,6,Amazon
jumper,EZbook S5,Intel,Windows 11,Celeron,12.0,409.99,SSD,512,4.5,14.0,12,Amazon
HP,Essential,Intel,Windows 11 S,Celeron,0.0,399.99,SSD,256,4.3,15.6,32,Amazon
acer,Acer Aspire 3,AMD,Windows 11 Home,Ryzen 7,170.0,445.0,SSD,512,4.2,15.6,16,Amazon
Apple,MV962LL/A,Intel,Mac OS,Core i5,395.0,404.05,SSD,256,4.5,13.3,8,Amazon
acer,Swift Go 14,Intel,Windows 11 Home,Intel Core i7,69.0,799.99,SSD,2048,4.3,14.0,16,Amazon
ASUS,FA617_280W,AMD,Windows 11 Home,Ryzen 7,4.0,1099.0,SSD,4096,4.4,16.0,32,Amazon
MSI,Raider GE78HX 14VIG-600US,Intel,Windows 11 Home,Intel Core i9,5.0,3499.0,SSD,4096,3.4,17.0,64,Amazon
Lenovo,Lenovo IdeaPad 3,Intel,Windows 11 Pro,Intel Core i7,83.0,699.0,SSD,2048,4.4,15.6,40,Amazon
HP,HP Laptop 15-ef2024nr,AMD,Windows 11 Home,Ryzen 3,489.0,336.95,SSD,256,4.5,15.0,8,Amazon
Lenovo,lenovo,Intel,Windows 11,Celeron N,243.0,296.29,SSD,256,4.6,15.6,12,Amazon
